Number,Title,Type,Culture,set,group,Twilight,STR,HP,RES,Signate,Site,Game text,Key Word 1,Key Word 2,Key Word 3,,Link
3C51,Coming for the Ring,Event,Isengard,3,208,2,,,,,,"Regroup: Reveal a card at random from the Free Peoples player&#039;s hand. Heal X [Isengard] minions, where X is the twilight cost of the card revealed.
",,,,,https://lotrtcgwiki.com/wiki/lotr03051
3C55,Isengard Axe,Possession • Hand Weapon,Isengard,3,204,0,+2,,,,,"Bearer must be an [Isengard] Orc. When you play this weapon, add (1).
",,,,,https://lotrtcgwiki.com/wiki/lotr03055
3C56,Isengard Forger,Minion • Orc,Isengard,3,233,2,6,2,,,,"Shadow: Exert this minion to add (1).
",,,,,https://lotrtcgwiki.com/wiki/lotr03056
3C59,Isengard Shaman,Minion • Orc,Isengard,3,233,1,5,2,,,,"Response: If an [Isengard] Orc is about to take a wound, remove (2) to prevent that wound.
",,,,,https://lotrtcgwiki.com/wiki/lotr03059
3C6,Storm of Argument,Event,Dwarven,3,,1,,,,,,"Fellowship: Reveal a card at random from an opponent&#039;s hand. Shuffle up to X [Dwarven] cards from your discard pile into your draw deck, where X is the twilight cost of the card revealed.
",,,,,https://lotrtcgwiki.com/wiki/lotr03006
3C62,Isengard Worker,Minion • Orc,Isengard,3,233,2,5,3,,,,"Regroup: Exert this minion to make the Free Peoples player wound a companion.
",,,,,https://lotrtcgwiki.com/wiki/lotr03062
3C63,One of You Must Do This,Event,Isengard,3,216,1,,,,,,"Maneuver: Exert an [Isengard] minion to make the Free Peoples player exert X companions, where X is the number of these races you can spot in the fellowship: Dwarf, Elf, Man, and Wizard.
",,,,,https://lotrtcgwiki.com/wiki/lotr03063
3C69,"•Saruman, Servant of the Eye",Minion • Wizard,Isengard,3,220,4,8,4,,,,"Saruman may not take wounds during the archery phase and may not be assigned to a skirmish. Assignment: Exert Saruman to assign an [Isengard] minion to a companion (except the Ring-bearer). That companion may exert to prevent this.
",,,,,https://lotrtcgwiki.com/wiki/lotr03069
3C70,Servants to Saruman,Event,Isengard,3,233,0,,,,,,"Skirmish: Make an [Isengard] Orc strength +2 (or +3 if you have fewer than 3 cards in hand).
",,,,,https://lotrtcgwiki.com/wiki/lotr03070
3C74,Uruk Raider,Minion • Uruk-Hai,Isengard,3,237,2,6,2,,,,"Damage +1. While an ally is in the dead pile, this minion is strength +3 and fierce.
",,,,,https://lotrtcgwiki.com/wiki/lotr03074
3C76,Dangerous Gamble,Event,Moria,3,265,2,,,,,,"Shadow: Spot a [Moria] minion to reveal a card at random from the Free Peoples player&#039;s hand. Add (X), where X is the twilight cost of the card revealed.
",,,,,https://lotrtcgwiki.com/wiki/lotr03076
3C78,Hide and Seek,Event,Moria,3,261,1,,,,,,"Search. Skirmish: Spot 2 [Shire] companions to make a [Moria] minion damage +1.
",,,,,https://lotrtcgwiki.com/wiki/lotr03078
3C84,They Will Never Stop Hunting You,Event,Wraith,3,,2,,,,,,"Maneuver: Spot a Nazgul to reveal a card at random from the Free Peoples player&#039;s hand. Exert a companion bearing a ranged weapon X times, where X is the twilight cost of the card revealed.
",,,,,https://lotrtcgwiki.com/wiki/lotr03084
3C87,The Dark Lord Advances,Event,Sauron,3,,2,,,,,,"Regroup: Exert a [Sauron] minion to reveal a card at random from the Free Peoples player&#039;s hand. That player must discard X cards from hand, where X is the twilight cost of the card revealed.
",,,,,https://lotrtcgwiki.com/wiki/lotr03087
3C90,Hand of Sauron,Event,Sauron,3,,0,,,,,,"Maneuver: Exert a [Sauron] minion to make the Free Peoples player discard a card at random from his or her hand.
",,,,,https://lotrtcgwiki.com/wiki/lotr03090
3C94,Orc Butcher,Minion • Orc,Sauron,3,,2,6,2,,,,"For each [Sauron] condition you can spot, this minion is strength +1.
",,,,,https://lotrtcgwiki.com/wiki/lotr03094
3C95,Orc Guard,Minion • Orc,Sauron,3,,1,5,2,,,,"Maneuver: Exert this minion and discard your [Sauron] condition to discard a Free Peoples condition.
",,,,,https://lotrtcgwiki.com/wiki/lotr03095
3C98,Orc Swordsman,Minion • Orc,Sauron,3,,3,9,3,,,,"While this minion bears a weapon, he is strength +2.
",,,,,https://lotrtcgwiki.com/wiki/lotr03098
3M1,"•Arwen, Elven Rider (M)",Companion • Elf,Elven,3,,2,6,3,6,o,,"Ranger. Response: If the Ring-bearer is about to take a wound, discard 3 cards from hand to prevent that wound.
",,,,,https://lotrtcgwiki.com/wiki/lotr03m01
3M2,Hand of Sauron (M),Event,Sauron,3,,0,,,,,,"Maneuver: Exert a [Sauron] minion to make the Free Peoples player discard a card at random from his or her hand.
",,,,,https://lotrtcgwiki.com/wiki/lotr03m02
3P121,"•Legolas, Son of Thranduil",Companion • Elf,Elven,3,,2,6,3,6,Aragorn,,"Archer. While Legolas is at a river or forest, add 1 to the fellowship archery total.
",,,,,https://lotrtcgwiki.com/wiki/lotr03121
3P122,"•Boromir, Defender of Minas Tirith",Companion • Man,Gondor,3,,3,7,3,6,Gandalf,,"Ranger. Fellowship: Add (2) to heal Boromir.
",,,,,https://lotrtcgwiki.com/wiki/lotr03122
3R1,•Book of Mazarbul,Possession,Dwarven,3,,2,,,,,,"Tale. Bearer must be a Dwarf. At the start of each fellowship phase when the fellowship is at site 4 or higher, you may draw a card for each Dwarf companion.
",,,,,https://lotrtcgwiki.com/wiki/lotr03001
3R102,•Our List of Allies Grows Thin,Condition,Sauron,3,,1,,,,,,"To play, exert a [Sauron] minion. Plays to your support area. Each time the fellowship moves, add (1) for each ally you can spot.
",,,,,https://lotrtcgwiki.com/wiki/lotr03102
3R103,Terrible as the Dawn,Event,Sauron,3,,0,,,,,,"Maneuver: Spot a [Sauron] minion to wound Galadriel 3 times. The Free Peoples player may discard 2 Elves to prevent this.
",,,,,https://lotrtcgwiki.com/wiki/lotr03103
3R104,Tower of Barad-dur,Condition,Sauron,3,,1,,,,,,"To play, exert a [Sauron] minion. Plays to your support area. Each time the fellowship moves, the Free Peoples player must discard a card from hand.
",,,,,https://lotrtcgwiki.com/wiki/lotr03104
3R105,Why Shouldn't I Keep It?,Event,Sauron,3,,0,,,,,,"Maneuver: Spot a [Sauron] minion to discard Bilbo. The Free Peoples player may discard 2 Free Peoples conditions to prevent this.
",,,,,https://lotrtcgwiki.com/wiki/lotr03105
3R110,"•Melilot Brandybuck, Merry Dancer",Ally • Home 1 • Hobbit,Shire,3,,1,2,2,,,,"Response: If a burden is about to be added by a Shadow card, exert Melilot Brandybuck to prevent that burden.
",,,,,https://lotrtcgwiki.com/wiki/lotr03110
3R113,The Shire Countryside,Condition,Shire,3,,1,,,,,,"To play, spot 2 [Shire] companions. Plays to your support area. Each time you remove a burden (except by a Hobbit&#039;s game text), you may heal a companion.
",,,,,https://lotrtcgwiki.com/wiki/lotr03113
3R13,"•Elrond, Herald to Gil-galad",Ally • Home 3 • Elf,Elven,3,,4,8,4,,,,"At the start of each of your turns, you may spot an ally whose home is site 3 to heal that ally twice. Regroup: Exert Elrond twice to heal a companion.
",,,,,https://lotrtcgwiki.com/wiki/lotr03013
3R15,Forests of Lothlorien,Condition,Elven,3,,1,,,,,,"Plays to your support area. Each time the fellowship moves, you may spot 3 [Elven] allies to wound a minion.
",,,,,https://lotrtcgwiki.com/wiki/lotr03015
3R17,"•Galadriel, Lady of the Golden Wood",Ally • Home 6 • Elf,Elven,3,,3,3,3,,,,"At the start of each of your turns, you may heal an Elf. Fellowship: Exert Galadriel to play the fellowship&#039;s next site if it is a forest (replacing opponent&#039;s site if necessary).
",,,,,https://lotrtcgwiki.com/wiki/lotr03017
3R19,•Gift of the Evenstar,Condition,Elven,3,,1,,,,,,"To play, spot Arwen. Bearer must be Aragorn. Skirmish: Exert Aragorn or discard 2 cards from hand to make a minion skirmishing Aragorn strength -1.
",,,,,https://lotrtcgwiki.com/wiki/lotr03019
3R21,•Long-knives of Legolas,Possession • Hand Weapon,Elven,,28,1,+1,,,,,"Bearer must be Legolas. Each Orc or Uruk-hai skirmishing Legolas is strength -2.
",,,,,https://lotrtcgwiki.com/wiki/lotr03021
3R23,•Nenya,Artifact,Elven,3,,0,,+1,,,,"Bearer must be Galadriel. At the start of each regroup phase, you may discard up to 2 cards from hand to draw the same number of cards.
",,,,,https://lotrtcgwiki.com/wiki/lotr03023
3R27,•Vilya,Artifact,Elven,3,,0,,+1,,,,"Bearer must be Elrond. Maneuver: Exert Elrond twice and spot a Shadow condition to return that condition to its owner&#039;s hand.
",,,,,https://lotrtcgwiki.com/wiki/lotr03027
3R29,Betrayal of Isengard,Condition,Gandalf,3,,1,,,,,,"Plays to your support area. Each time an opponent draws a card (or takes a card into hand) during the Shadow phase, you may remove (1). Maneuver: Exert Gandalf to wound Saruman twice.
",,,,,https://lotrtcgwiki.com/wiki/lotr03029
3R3,Mines of Khazad-Dum,Condition,Dwarven,3,,1,,,,,,"Plays to your support area. Each time you play a [Dwarven] tale, you may heal a Dwarf companion.
",,,,,https://lotrtcgwiki.com/wiki/lotr03003
3R34,•Narya,Artifact,Gandalf,3,,0,,+1,,,,"Bearer must be Gandalf. At the start of each of your turns, you may add (3) to remove a burden.
",,,,,https://lotrtcgwiki.com/wiki/lotr03034
3R38,"•Aragorn, Heir to the White City",Companion • Man,Gondor,3,,4,8,4,6,o,,"Ranger. Each time the fellowship moves during the fellowship phase, remove (2).
",,,,,https://lotrtcgwiki.com/wiki/lotr03038
3R39,Banner of the White Tree,Event,Gondor,3,,0,,,,,,"Tale. Maneuver: Exert a [Gondor] companion to make that companion strength +3 and defender +1 until the regroup phase.
",,,,,https://lotrtcgwiki.com/wiki/lotr03039
3R40,Citadel of Minas Tirith,Condition,Gondor,3,,1,,,,,,"Plays to your support area. You may heal a [Gondor] companion at the end of each turn during which no companion or ally lost a skirmish.
",,,,,https://lotrtcgwiki.com/wiki/lotr03040
3R41,Gondor Bowmen,Condition,Gondor,3,,0,,,,,,"Tale. Plays to your support area. Archery: Exert a [Gondor] companion and discard this condition to make the fellowship archery total +2.
",,,,,https://lotrtcgwiki.com/wiki/lotr03041
3R42,•Horn of Boromir,Possession,Gondor,3,,0,,,,,,"Bearer must be Boromir. Maneuver: Exert Boromir and spot an ally. Until the regroup phase, that ally is strength +3 and participates in archery fire and skirmishes.
",,,,,https://lotrtcgwiki.com/wiki/lotr03042
3R44,•The Shards of Narsil,Artifact,Gondor,3,,1,,,,,,"Plays to your support area. Fellowship: Stack a [Gondor] card from hand here. Fellowship: Add (1) to take a card stacked here into hand.
",,,,,https://lotrtcgwiki.com/wiki/lotr03044
3R50,Can You Protect Me From Yourself?,Event,Isengard,3,208,0,,,,,,"Maneuver: Spot an [Isengard] minion to exhaust Aragorn. The Free Peoples player may add 2 burdens to prevent this.
",,,,,https://lotrtcgwiki.com/wiki/lotr03050
3R52,A Fell Voice on the Air,Condition,Isengard,3,220,1,,,,,,"Plays to your support area. Shadow: Exert Saruman to play an [Isengard] weather condition from your discard pile. Its twilight cost is -2.
",,,,,https://lotrtcgwiki.com/wiki/lotr03052
3R52,A Fell Voice on the Air,Condition,Isengard,3,221,1,,,,,,"Plays to your support area. Shadow: Exert Saruman to play an [Isengard] weather condition from your discard pile. Its twilight cost is -2.
",,,,,https://lotrtcgwiki.com/wiki/lotr03052
3R52,A Fell Voice on the Air,Condition,Isengard,3,222,1,,,,,,"Plays to your support area. Shadow: Exert Saruman to play an [Isengard] weather condition from your discard pile. Its twilight cost is -2.
",,,,,https://lotrtcgwiki.com/wiki/lotr03052
3R54,Hollowing of Isengard,Condition,Isengard,3,233,4,,,,,,"To play, spot an [Isengard] Orc. Plays to your support area. Shadow: Discard this condition to add (3).
",,,,,https://lotrtcgwiki.com/wiki/lotr03054
3R64,•Orc Commander,Minion • Orc,Isengard,3,233,6,11,4,,,,"Each other [Isengard] Orc is strength +1. Regroup: Exert Orc Commander to make the Free Peoples player wound a companion.
",,,,,https://lotrtcgwiki.com/wiki/lotr03064
3R65,•Orc Overseer,Minion • Orc,Isengard,3,233,5,10,4,,,,"Regroup: Exert Orc Overseer twice to exhaust a companion (except the Ring-bearer).
",,,,,https://lotrtcgwiki.com/wiki/lotr03065
3R66,•Orthanc Berserker,Minion • Uruk-Hai,Isengard,3,227,5,11,3,,,,"Damage +1. Maneuver: Spot 5 burdens and exert Orthanc Berserker twice to exhaust a companion (except the Ring-bearer).
",,,,,https://lotrtcgwiki.com/wiki/lotr03066
3R67,•The Palantir of Orthanc,Artifact,Isengard,3,205,0,,,,,,"To play, spot an [Isengard] minion. Plays to your support area. Shadow: Spot an [Isengard] minion and remove (1) to reveal a card at random from the Free Peoples player&#039;s hand. Place that card on top of that player&#039;s draw deck.
",,,,,https://lotrtcgwiki.com/wiki/lotr03067
3R68,"•Saruman, Keeper of Isengard",Minion • Wizard,Isengard,3,219,4,8,4,,,,"Saruman may not take wounds during the archery phase and may not be assigned to a skirmish. Uruk-hai are fierce. Response: If an Uruk-hai is about to take a wound, exert Saruman to prevent that wound.
",,,,,https://lotrtcgwiki.com/wiki/lotr03068
3R71,Tower of Orthanc,Condition,Isengard,3,205,1,,,,,,"To play, spot an [Isengard] minion. Plays to your support area. Each time the fellowship moves, you may spot an exhausted companion to add (3).
",,,,,https://lotrtcgwiki.com/wiki/lotr03071
3R77,Depths of Moria,Condition,Moria,3,265,1,,,,,,"To play, spot a [Moria] Orc. Plays to your support area. Each time the fellowship moves during the regroup phase, add (2).
",,,,,https://lotrtcgwiki.com/wiki/lotr03077
3R8,"•Arwen, Lady Undomiel",Companion • Elf,Elven,3,,2,6,3,6,Gandalf,,"While you can spot 3 [Elven] allies whose home is site 3, each minion skirmishing Arwen is strength -3.
",,,,,https://lotrtcgwiki.com/wiki/lotr03008
3R80,Such a Little Thing,Event,Moria,3,261,0,,,,,,"Maneuver: Spot a [Moria] minion to wound Boromir 3 times. The Free Peoples player may discard 2 Free Peoples possessions to prevent this.
",,,,,https://lotrtcgwiki.com/wiki/lotr03080
3R81,Gates of the Dead City,Condition,Wraith,3,,1,,,,,,"To play, spot a Nazgul. Plays to your support area. Each time a [Wraith] card adds a burden, the Free Peoples player must exert a companion.
",,,,,https://lotrtcgwiki.com/wiki/lotr03081
3R85,Too Great and Terrible,Event,Wraith,3,,0,,,,,,"Maneuver: Spot a Nazgul to wound Gandalf twice. The Free Peoples player may discard 2 [Gandalf] cards from hand to prevent this.
",,,,,https://lotrtcgwiki.com/wiki/lotr03085
3R91,His Cruelty and Malice,Condition,Sauron,3,,1,,,,,,"Plays to your support area. Regroup: Exert a [Sauron] minion to make the Free Peoples player discard the top card from his or her draw deck.
",,,,,https://lotrtcgwiki.com/wiki/lotr03091
3R93,Morgul Slayer,Minion • Orc,Sauron,3,,2,7,2,,,,"Regroup: Exert this minion to wound a companion (except the Ring-bearer).
",,,,,https://lotrtcgwiki.com/wiki/lotr03093
3R99,Orc Trooper,Minion • Orc,Sauron,3,,4,7,3,,,,"For each card in your hand, this minion is strength +1.
",,,,,https://lotrtcgwiki.com/wiki/lotr03099
3U10,"•Calaglin, Elf of Lorien",Ally • Home 6 • Elf,Elven,3,,2,3,3,,,,"Archer. Regroup: Exert Calaglin to wound a minion.
",,,,,https://lotrtcgwiki.com/wiki/lotr03010
3U100,Orc Veteran,Minion • Orc,Sauron,3,,4,10,3,,,,"Skirmish: Discard your [Sauron] condition to make a character skirmishing this minion strength -1.
",,,,,https://lotrtcgwiki.com/wiki/lotr03100
3U106,•Bill the Pony,Possession,Shire,3,,0,,,,,,"Bearer must be a Hobbit companion. The Shadow number of each site is -1. Discard Bill the Pony when at an underground site.
",,,,,https://lotrtcgwiki.com/wiki/lotr03106
3U107,•Frodo's Pipe,Possession • Pipe,Shire,3,,1,,,,,,"Bearer must be Frodo. Fellowship: Discard a pipeweed possession and spot X pipes to heal a companion with the Frodo signet X times.
",,,,,https://lotrtcgwiki.com/wiki/lotr03107
3U115,Caras Galadhon,Site,Site,3,,3,,,,,6,"Forest. Sanctuary. While the fellowship is at Caras Galadhon, no more than one minion may be assigned to each skirmish. 
",,,,,https://lotrtcgwiki.com/wiki/lotr03115
3U116,Eregion Hills,Site,Site,3,,2,,,,,4,"When the fellowship moves to Eregion Hills, add a burden. 
",,,,,https://lotrtcgwiki.com/wiki/lotr03116
3U119,House of Elrond,Site,Site,3,,0,,,,,3,"Sanctuary. When the fellowship moves to House of Elrond, the Free Peoples player may spot 2 Elves to remove a burden. 
",,,,,https://lotrtcgwiki.com/wiki/lotr03119
3U12,"•Dinendal, Silent Scout",Ally • Home 6 • Elf,Elven,3,,2,3,3,,,,"Archer. Regroup: Exert Dinendal to remove (2).
",,,,,https://lotrtcgwiki.com/wiki/lotr03012
3U120,Wastes of Emyn Muil,Site,Site,3,,9,,,,,9,"Maneuver: Spot 4 companions and exert your [Isengard] Orc to make the Free Peoples player wound a companion. 
",,,,,https://lotrtcgwiki.com/wiki/lotr03120
3U18,"•Galdor, Councilor From the West",Ally • Home 3 • Elf,Elven,3,,2,5,2,,,,"To play, spot an Elf. Regroup: Exert Galdor and spot a minion to return that minion to its owner&#039;s hand.
",,,,,https://lotrtcgwiki.com/wiki/lotr03018
3U2,•Gimli's Pipe,Possession • Pipe,Dwarven,3,,1,,,,,,"Bearer must be Gimli. Fellowship: Exert Gimli to add 1 to the number of pipes you can spot.
",,,,,https://lotrtcgwiki.com/wiki/lotr03002
3U20,"•Golradir, Councilor of Imladris",Ally • Home 3 • Elf,Elven,3,,2,4,3,,,,"To play, spot an Elf. Skirmish: Exert Golradir to make an Orc strength -1.
",,,,,https://lotrtcgwiki.com/wiki/lotr03020
3U24,•Phial of Galadriel,Possession,Elven,3,,0,,,,,,"To play, exert an Elf. Bearer must be the Ring-bearer. Bearer&#039;s resistance is +2.
",,,,,https://lotrtcgwiki.com/wiki/lotr03024
3U25,"•Saelbeth, Elven Councilor",Ally • Home 3 • Elf,Elven,3,,2,4,3,,,,"To play, spot an Elf. Skirmish: Exert Saelbeth to make an Uruk-hai strength -1.
",,,,,https://lotrtcgwiki.com/wiki/lotr03025
3U26,Something Draws Near,Event,Elven,3,,0,,,,,,"Fellowship or Maneuver: Exert an Elf to discard an [Isengard] possession or [Isengard] artifact.
",,,,,https://lotrtcgwiki.com/wiki/lotr03026
3U35,Trust Me as You Once Did,Condition,Gandalf,3,,2,,,,,,"Plays to your support area. Skirmish: Exert Gandalf to make a companion strength +1 for each companion with the Gandalf signet you can spot (limit +3).
",,,,,https://lotrtcgwiki.com/wiki/lotr03035
3U4,A Royal Welcome,Condition,Dwarven,3,104,2,,,,,,"Plays to your support area. Regroup: Exert a Dwarf ally to heal a Dwarf companion.
",,,,,https://lotrtcgwiki.com/wiki/lotr03004
3U45,Some Who Resisted,Event,Gondor,3,,0,,,,,,"Tale. Maneuver: Spot a [Gondor] companion to make the twilight cost of each maneuver event +2.
",,,,,https://lotrtcgwiki.com/wiki/lotr03045
3U46,Still Sharp,Event,Gondor,3,,0,,,,,,"Skirmish: Spot The Shards of Narsil to make a [Gondor] companion strength +3 and damage +1.
",,,,,https://lotrtcgwiki.com/wiki/lotr03046
3U47,Voice of Rauros,Event,Gondor,3,,0,,,,,,"Maneuver: Exert Aragorn to make each companion with the Aragorn signet damage +1 until the regroup phase.
",,,,,https://lotrtcgwiki.com/wiki/lotr03047
3U5,Song of Durin,Condition,Dwarven,3,,0,,,,,,"Tale. To play, exert a Dwarf. Plays to your support area. The twilight cost of each [Moria] weapon is +2. Fellowship: Discard this condition to discard up to 2 [Moria] conditions.
",,,,,https://lotrtcgwiki.com/wiki/lotr03005
3U53,Hate and Anger,Event,Isengard,3,227,2,,,,,,"Shadow: Spot an Uruk-hai and a [Moria] minion to draw 3 cards.
",,,,,https://lotrtcgwiki.com/wiki/lotr03053
3U57,Isengard Retainer,Minion • Orc,Isengard,3,233,4,8,3,,,,"Regroup: Exert this minion to make the Free Peoples player wound a companion.
",,,,,https://lotrtcgwiki.com/wiki/lotr03057
3U58,Isengard Servant,Minion • Orc,Isengard,3,233,3,7,3,,,,"Regroup: Exert this minion to make the Free Peoples player wound a companion.
",,,,,https://lotrtcgwiki.com/wiki/lotr03058
3U60,Isengard Smith,Minion • Orc,Isengard,3,233,4,8,3,,,,"Regroup: Exert this minion to discard a weapon (or all Free Peoples possessions if you can spot 5 companions).
",,,,,https://lotrtcgwiki.com/wiki/lotr03060
3U61,Isengard Warrior,Minion • Orc,Isengard,3,233,3,7,3,,,,"While you can spot another [Isengard] Orc, no player may use archery special abilities. Regroup:Exert this minion and spot 3 wounds on the Ring-bearer to exert every companion.
",,,,,https://lotrtcgwiki.com/wiki/lotr03061
3U7,"•Arwen, Elven Rider",Companion • Elf,Elven,3,,2,6,3,6,o,,"Ranger. Response: If the Ring-bearer is about to take a wound, discard 3 cards from hand to prevent that wound.
",,,,,https://lotrtcgwiki.com/wiki/lotr03007
3U72,Trapped and Alone,Condition,Isengard,3,205,1,,,,,,"Plays to your support area. Each character skirmishing an [Isengard] Orc loses all damage bonuses from weapons.
",,,,,https://lotrtcgwiki.com/wiki/lotr03072
3U73,The Trees Are Strong,Event,Isengard,3,205,1,,,,,,"Regroup: Discard X [Isengard] Orcs to make the Free Peoples player wound X companions.
",,,,,https://lotrtcgwiki.com/wiki/lotr03073
3U75,Uruk Ravager,Minion • Uruk-Hai,Isengard,3,219,4,9,2,,,,"Damage +1. When you play this minion, you may spot Saruman to add (2).
",,,,,https://lotrtcgwiki.com/wiki/lotr03075
3U79,Malice,Event,Moria,3,269,0,,,,,,"Archery: Spot a [Moria] Orc and a [Sauron] Orc to wound an archer.
",,,,,https://lotrtcgwiki.com/wiki/lotr03079
3U82,News of Mordor,Event,Wraith,3,,1,,,,,,"Skirmish: Spot an [Isengard] minion to make a Nazgul damage +1.
",,,,,https://lotrtcgwiki.com/wiki/lotr03082
3U83,•The Ring Draws Them,Condition,Wraith,3,,2,,,,,,"Plays to your support area. Each time the fellowship moves, add (1) for each burden you can spot. At the end of each of your Shadow phases, exert a Nazgul or discard this condition.
",,,,,https://lotrtcgwiki.com/wiki/lotr03083
3U86,"•Ulaire Otsea, Ringwraith in Twilight",Minion • Nazgul,Wraith,3,,4,9,3,,,,"Twilight. Each time Ulaire Otsea wins a skirmish, you may exert him to transfer Blade Tip from your support area to the Ring-bearer.
",,,,,https://lotrtcgwiki.com/wiki/lotr03086
3U88,Get Off the Road!,Event,Sauron,3,,0,,,,,,"Search. Shadow: Spot a [Sauron] minion and a Nazgul to make the Free Peoples player discard a card from the top of his or her deck for each burden you can spot.
",,,,,https://lotrtcgwiki.com/wiki/lotr03088
3U89,Gleaming in the Snow,Event,Sauron,3,,0,,,,,,"Regroup: Exert a [Sauron] Orc and spot a [Gondor] companion to add a burden.
",,,,,https://lotrtcgwiki.com/wiki/lotr03089
3U9,Beren and Luthien,Condition,Elven,3,,1,,,,,,"Tale. Plays to your support area. Skirmish: Exert an [Elven] ally to discard the bottom card of your draw deck. If that card is an [Elven] card, make a minion skirmishing an Elf strength -1.
",,,,,https://lotrtcgwiki.com/wiki/lotr03009
3U92,Massing in the East,Event,Sauron,3,,1,,,,,,"Regroup: Exert a [Sauron] minion to discard a card from the top of the Free Peoples player&#039;s draw deck for each of these races you can spot in the fellowship: Dwarf, Elf, Man, and Wizard.
",,,,,https://lotrtcgwiki.com/wiki/lotr03092
3U96,Orc Pillager,Minion • Orc,Sauron,3,,4,10,3,,,,"For each Free Peoples card borne by a character this minion is skirmishing, that character is strength -1.
",,,,,https://lotrtcgwiki.com/wiki/lotr03096
3U97,Orc Slayer,Minion • Orc,Sauron,3,,1,5,2,,,,"Regroup: Exert this minion to wound a companion (except the Ring-bearer).
",,,,,https://lotrtcgwiki.com/wiki/lotr03097
4C10,Dunlending Brigand,Minion • Man,Dunland,4,,2,8,1,,,,,,,,,https://lotrtcgwiki.com/wiki/lotr04010
4C102,Task Was Not Done,Event,Gandalf,4,,3,,,,,,"Spell. Regroup: Exert Gandalf to discard up to 2 wounded minions.
",,,,,https://lotrtcgwiki.com/wiki/lotr04102
4C104,"•Treebeard, Oldest Living Thing",Ally • Home 2T & 8T • Ent,Gandalf,4,,4,12,4,,,,"Unhasty. Fellowship: Exert Treebeard and discard an unbound companion from hand to heal an unbound companion.
",,,,,https://lotrtcgwiki.com/wiki/lotr04104
4C105,Under the Living Earth,Event,Gandalf,4,,1,,,,,,"Skirmish: Make Gandalf strength +1 for each twilight token you spot (limit +5).
",,,,,https://lotrtcgwiki.com/wiki/lotr04105
4C109,"•Aragorn, Heir of Elendil",Companion • Man,Gondor,4,,4,8,4,6,Gandalf,,"Defender +1.
",,,,,https://lotrtcgwiki.com/wiki/lotr04109
4C112,•Boromir's Gauntlets,Possession • Gauntlets,Gondor,4,,1,,,,,,"Bearer must be a [Gondor] Man. Skirmish: Exert bearer to cancel a skirmish involving bearer. Any Shadow player may remove (1) to prevent this.
",,,,,https://lotrtcgwiki.com/wiki/lotr04112
4C113,Curse Them,Event,Gondor,4,,0,,,,,,"Skirmish: Exert a Ring-bound Man to cancel a skirmish involving a roaming minion.
",,,,,https://lotrtcgwiki.com/wiki/lotr04113
4C115,Defend It and Hope,Event,Gondor,4,,0,,,,,,"Maneuver: Exert a [Gondor] Man to wound a minion once (or twice if that minion is an Uruk-hai).
",,,,,https://lotrtcgwiki.com/wiki/lotr04115
4C117,"•Faramir, Son of Denethor",Companion • Man,Gondor,4,,3,7,3,6,o,,"Ring-bound. Ranger. An opponent may not play skirmish events or use skirmish special abilities during skirmishes involving Faramir.
",,,,,https://lotrtcgwiki.com/wiki/lotr04117
4C12,Dunlending Madman,Minion • Man,Dunland,4,,2,7,1,,,,"Each time this minion wins a skirmish, you may make him strength +2 and fierce until the regroup phase.
",,,,,https://lotrtcgwiki.com/wiki/lotr04012
4C122,Gondorian Ranger,Companion • Man,Gondor,4,,2,5,3,6,,,"Ring-bound. Ranger. The site number of each minion assigned to skirmish a Ring-bound Man is +2.
",,,,,https://lotrtcgwiki.com/wiki/lotr04122
4C128,New Errand,Event,Gondor,4,,1,,,,,,"Skirmish: Spot a Ring-bound Man to make a minion&#039;s site number +2. If that minion loses this skirmish, you may wound a minion.
",,,,,https://lotrtcgwiki.com/wiki/lotr04128
4C129,Pathfinder,Event,Gondor,4,,0,,,,,,"Fellowship or Regroup: Spot a ranger to play the fellowship&#039;s next site (replacing opponent&#039;s site if necessary).
",,,,,https://lotrtcgwiki.com/wiki/lotr04129
4C130,Ranger of Ithilien,Companion • Man,Gondor,4,,3,6,3,6,,,"Ring-bound. Ranger. When this companion is in your starting fellowship, his twilight cost is -1. While skirmishing a roaming minion, this companion is strength +2.
",,,,,https://lotrtcgwiki.com/wiki/lotr04130
4C131,Ranger's Bow,Possession • Ranged Weapon,Gondor,4,,1,,,,,,"Bearer must be Ring-bound Man. Skirmish: If bearer is skirmishing a Man or a roaming minion, exert bearer to wound that minion.
",,,,,https://lotrtcgwiki.com/wiki/lotr04131
4C134,Sword of Gondor,Possession • Hand Weapon,Gondor,4,,1,+2,,,,,"Bearer must be a [Gondor] Man. While skirmishing a Man or a roaming minion, bearer is damage +1.
",,,,,https://lotrtcgwiki.com/wiki/lotr04134
4C135,War and Valor,Event,Gondor,4,,0,,,,,,"Skirmish: Make a [Gondor] Man strength +2 (or +3 and damage +1 if skirmishing a roaming minion).
",,,,,https://lotrtcgwiki.com/wiki/lotr04135
4C137,Attack on Helm's Deep,Condition,Isengard,4,230,0,,,,,,"Plays to your support area. Shadow: Play an Uruk-hai to place an [Isengard] token on this card. Regroup: Remove 3 [Isengard] tokens from this card and discard an Uruk-hai to take control of a site.
",,,,,https://lotrtcgwiki.com/wiki/lotr04137
