"","Name","Set_Name","Classifications","Abilities","Color","Franchise","Cost","Inkable","Type","Lore","Rarity","Body_Text","Willpower","Strength","Move_Cost"
"422","Moana - Of Motunui","The First Chapter","Storyborn, Hero, Princess",NA,"Amber","",5,TRUE,"Character",3,"Rare","We Can Fix It - Whenever this character quests, you may ready your other Princess Characters. They can't quest for the rest of this turn.",6,1,NA
"423","Mr. Smee - Loyal First Mate","The First Chapter","Dreamborn, Ally, Pirate",NA,"Amber","",3,TRUE,"Character",1,"Common",NA,5,2,NA
"424","Prince Phillip - Dragonslayer","The First Chapter","Storyborn, Hero, Prince",NA,"Amber","",4,FALSE,"Character",2,"Uncommon","Heroism - When this character challenges and is banished, you may banish the challenged character.",3,3,NA
"425","Pumbaa - Friendly Warthog","The First Chapter","Storyborn, Ally",NA,"Amber","",4,TRUE,"Character",1,"Common",NA,5,3,NA
"426","Rapunzel - Gifted with Healing","The First Chapter","Storyborn, Hero, Princess",NA,"Amber","",4,TRUE,"Character",2,"Legendary","Gleam and Glow - When you play this character, remove up to 3 damage from one of your characters. Draw a card for each 1 damage removed this way.",5,1,NA
"427","Sebastian - Court Composer","The First Chapter","Storyborn, Ally","Singer 4","Amber","",2,TRUE,"Character",1,"Common","Singer 4 (This character counts as cost 4 to sing songs.)",2,2,NA
"428","Simba - Protective Cub","The First Chapter","Storyborn, Hero, Prince","Bodyguard","Amber","",2,TRUE,"Character",1,"Common","Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)",3,2,NA
"429","Stitch - Carefree Surfer","The First Chapter","Dreamborn, Hero, Alien",NA,"Amber","",7,TRUE,"Character",2,"Legendary","Ohana - When you play this character, if you have 2 or more other characters in play, you may draw 2 cards.",8,4,NA
"430","Stitch - New Dog","The First Chapter","Storyborn, Hero, Alien",NA,"Amber","",1,TRUE,"Character",1,"Common",NA,2,2,NA
"431","Stitch - Rock Star","The First Chapter","Floodborn, Hero, Alien","Shift 4","Amber","",6,TRUE,"Character",3,"Super Rare","Shift 4 (You may pay 4 {i} to play this on top of one of your characters named Stitch.) 

Adoring Fans - Whenever you play a character with cost 2 or less, you may exert them to draw a card.",5,3,NA
"432","Timon - Grub Rustler","The First Chapter","Storyborn, Ally",NA,"Amber","",1,TRUE,"Character",1,"Common","Tastes Like Chicken - When you play this character, you may remove up to 1 damage from chosen character.",2,1,NA
"433","Be Our Guest","The First Chapter",NA,NA,"Amber","",2,TRUE,"Action - Song",NA,"Uncommon","(A character with cost 2 or more can {e} to sing this song for free.) 

Look at the top 4 cards of your deck. You may reveal a character card and put it into your hand. Put the rest on the bottom of your deck in any order.",NA,NA,NA
"434","Control Your Temper!","The First Chapter",NA,NA,"Amber","",1,TRUE,"Action - Song",NA,"Common","Chosen character gets -2 {s} this turn.",NA,NA,NA
"435","Hakuna Matata","The First Chapter",NA,NA,"Amber","",4,TRUE,"Action - Song",NA,"Common","(A character with cost 4 or more can {e} to sing this song for free.)

Remove up to 3 damage from each of your characters.",NA,NA,NA
"436","Healing Glow","The First Chapter",NA,NA,"Amber","",1,TRUE,"Action",NA,"Common","Remove up to 2 damage from chosen character.",NA,NA,NA
"437","Just In Time","The First Chapter",NA,NA,"Amber","",3,TRUE,"Action",NA,"Rare","You may play a character with cost 5 or less for free.",NA,NA,NA
"438","Part of Your World","The First Chapter",NA,NA,"Amber","",3,FALSE,"Action - Song",NA,"Rare","(A character with cost 3 or more can {e} to sing this song for free.)

Return a character card from your discard to your hand.",NA,NA,NA
"439","You Have Forgotten Me","The First Chapter",NA,NA,"Amber","",4,TRUE,"Action - Song",NA,"Uncommon","Each opponent chooses and discards 2 cards.",NA,NA,NA
"440","Dinglehopper","The First Chapter",NA,NA,"Amber","",1,TRUE,"Item",NA,"Common","Straighten Hair: {e} - Remove up to 1 damage from chosen character.",NA,NA,NA
"441","Lantern","The First Chapter",NA,NA,"Amber","",2,FALSE,"Item",NA,"Rare","Birthday Lights - {e} - You play 1 {i} less for the next character you play this turn.",NA,NA,NA
"442","Ursula's Shell Necklace","The First Chapter",NA,NA,"Amber","",3,FALSE,"Item",NA,"Rare","Now, Sing! - Whenever you play a song, you may pay 1 {i} to draw a card.",NA,NA,NA
"443","Anna - Heir to Arendelle","The First Chapter","Storyborn, Hero, Queen",NA,"Amethyst","",4,TRUE,"Character",2,"Uncommon","Loving Heart - When you play this character, if you have a character named Elsa in play, choose an opposing character. The chosen character doesn't ready at the start of their next turn.",4,2,NA
"444","Archimedes - Highly Educated Owl","The First Chapter","Dreamborn, Ally",NA,"Amethyst","",1,TRUE,"Character",1,"Common",NA,2,2,NA
"445","Dr. Facilier - Agent Provocateur","The First Chapter","Floodborn, Villain, Sorcerer","Shift 5","Amethyst","",7,FALSE,"Character",3,"Rare","Shift 5 (You may pay 5 {i} to play this on top of one of your characters named Dr. Facilier.) 

Into The Shadows - Whenever one of your other characters is banished in a challenge, you may return that card to your hand.",5,4,NA
"446","Dr. Facilier - Charlatan","The First Chapter","Storyborn, Villain, Sorcerer","Challenger +2","Amethyst","",2,TRUE,"Character",1,"Common","Challenger +2 (When challenging, this character get +2 {s}.) ",4,0,NA
"447","Dr. Facilier - Remarkable Gentleman","The First Chapter","Storyborn, Villain, Sorcerer",NA,"Amethyst","",3,TRUE,"Character",1,"Rare","Dreams Made Real - Whenever you play a song, you may look at the top 2 cards of your deck. Put one on the top of your deck and the other on the bottom.",4,2,NA
"448","Elsa - Queen Regent","The First Chapter","Storyborn, Hero, Queen, Sorcerer",NA,"Amethyst","",4,TRUE,"Character",1,"Common",NA,4,4,NA
"449","Elsa - Snow Queen","The First Chapter","Dreamborn, Hero, Queen, Sorcerer",NA,"Amethyst","",3,TRUE,"Character",1,"Uncommon","Freeze -{e} - Exert chosen opposing character.",3,2,NA
"450","Elsa - Spirit of Winter","The First Chapter","Floodborn, Hero, Queen, Sorcerer","Shift 6","Amethyst","",8,FALSE,"Character",3,"Legendary","Shift 6 (You may pay 6 {i} to play this on top of one of your characters named Elsa.) 

Deep Freeze - When you play this character, exert up to 2 chosen characters. They can't ready at the start of their next turn.",6,4,NA
"451","Flotsam - Ursula's Spy","The First Chapter","Storyborn, Ally","Rush","Amethyst","",5,FALSE,"Character",2,"Rare","Rush (This character can challenge the turn they're played.) 

Dexterous Lunge - Your characters named Jetsam gain Rush.",4,3,NA
"452","Jafar - Keeper of Secrets","The First Chapter","Dreamborn, Villain, Sorcerer",NA,"Amethyst","",4,TRUE,"Character",2,"Rare","Hidden Wonders - This character gets +1 {s} for each card in your hand.",5,0,NA
"453","Jafar - Wicked Sorcerer","The First Chapter","Dreamborn, Villain, Sorcerer","Challenger +3","Amethyst","",4,TRUE,"Character",1,"Common","Challenger +3 (When challenging, this character gets +3 {s}.) ",5,2,NA
"454","Jetsam - Ursula's Spy","The First Chapter","Storyborn, Ally","Evasive","Amethyst","",4,TRUE,"Character",1,"Common","Evasive (Only characters with Evasive can challenge this character.) 

Sinister Slither - Your characters named Flotsam gain Evasive.",3,3,NA
"455","Magic Broom - Bucket Brigade","The First Chapter","Dreamborn, Broom",NA,"Amethyst","",2,TRUE,"Character",1,"Common","Sweep - When you play this character, you may shuffle a card from any discard into its player's deck.",2,2,NA
"456","Maleficent - Biding Her Time","The First Chapter","Dreamborn, Villain, Sorcerer",NA,"Amethyst","",1,FALSE,"Character",2,"Rare",NA,1,1,NA
"457","Maleficent - Sorceress","The First Chapter","Storyborn, Villain, Sorcerer",NA,"Amethyst","",3,TRUE,"Character",1,"Common","Cast My Spell! - When you play this character, you may draw a card.",2,2,NA
"458","Marshmallow - Persistent Guardian","The First Chapter","Storyborn, Ally",NA,"Amethyst","",6,FALSE,"Character",1,"Super Rare","Durable - When this character is banished in a challenge, you may return this card to your hand.",5,5,NA
"459","Mickey Mouse - Wayward Sorcerer","The First Chapter","Dreamborn, Sorcerer",NA,"Amethyst","",4,TRUE,"Character",2,"Super Rare","Animate Broom - You pay 1 {i} less to play Broom characters.

Ceaseless Worker - Whenever one of your Broom characters is banished in a challenge, you may return that card to your hand.",4,3,NA
"460","Olaf - Friendly Snowman","The First Chapter","Storyborn, Ally",NA,"Amethyst","",1,TRUE,"Character",1,"Uncommon",NA,3,1,NA
"461","Pascal - Rapunzel's Companion","The First Chapter","Storyborn, Ally","Evasive","Amethyst","",1,TRUE,"Character",1,"Uncommon","Camouflage -  While you have another character in play, this character gains Evasive. (Only characters with Evasive can challenge them.)",1,1,NA
"462","Rafiki - Mysterious Sage","The First Chapter","Dreamborn, Mentor, Sorcerer","Rush","Amethyst","",3,FALSE,"Character",1,"Uncommon","Rush (This character can challenge the turn they're played.) ",3,3,NA
"463","Sven - Official Ice Deliverer","The First Chapter","Storyborn, Ally",NA,"Amethyst","",6,TRUE,"Character",1,"Uncommon",NA,7,5,NA
"464","The Queen - Wicked and Vain","The First Chapter","Storyborn, Villain, Queen",NA,"Amethyst","",5,TRUE,"Character",1,"Super Rare","I Summon Thee - {e} - Draw a card.",5,4,NA
"465","The Wardrobe - Belle's Confidant","The First Chapter","Dreamborn, Ally",NA,"Amethyst","",3,TRUE,"Character",1,"Common",NA,4,3,NA
"466","Tinker Bell - Peter Pan's Ally","The First Chapter","Storyborn, Ally, Fairy","Evasive, Challenger +1","Amethyst","",5,FALSE,"Character",2,"Common","Evasive (Only characters with Evasive can challenge this character.)   Loyal and Devoted - Your characters named Peter Pan gain Challenger +1.",3,3,NA
"467","Ursula - Power Hungry","The First Chapter","Storyborn, Villain, Sorcerer",NA,"Amethyst","",7,FALSE,"Character",3,"Legendary","It's Too Easy! - When you play this character, each opponent loses 1 lore. You may draw a card for each 1 lore lost this way.",8,2,NA
"468","Yzma - Alchemist","The First Chapter","Dreamborn, Villain, Sorcerer",NA,"Amethyst","",2,TRUE,"Character",1,"Common","You're Excused - Whenever this character quests, look at the top card of your deck. Put it on either the top or the bottom of your deck",2,2,NA
"469","Zeus - God of Lightning","The First Chapter","Storyborn, Deity","Rush, Challenger +4","Amethyst","",4,FALSE,"Character",2,"Rare","Rush (This character can challenge the turn they're played.) 

Challenger +4 (While challenging, this character get +4 {s}.) ",4,0,NA
"470","Befuddle","The First Chapter",NA,NA,"Amethyst","",1,TRUE,"Action",NA,"Uncommon","Return a character or item with cost 2 or less to their player's hand.",NA,NA,NA
"471","Freeze","The First Chapter",NA,NA,"Amethyst","",2,FALSE,"Action",NA,"Common","Exert chosen opposing character.",NA,NA,NA
"472","Friends On The Other Side","The First Chapter",NA,NA,"Amethyst","",3,TRUE,"Action - Song",NA,"Common","(A character with cost 3 or more can {e} to sing this song for free.)

Draw 2 Cards",NA,NA,NA
"473","Reflection","The First Chapter",NA,NA,"Amethyst","",1,TRUE,"Action - Song",NA,"Uncommon","(A character with cost 1 or more can {e} to sing this song for free.)

Look at the top 3 cards of your deck. Put them back on the top of your deck in any order.",NA,NA,NA
"474","Magic Mirror","The First Chapter",NA,NA,"Amethyst","",2,FALSE,"Item",NA,"Rare","Speak! - {e}, 4 {i} - Draw a card.",NA,NA,NA
"475","Ursula's Cauldron","The First Chapter",NA,NA,"Amethyst","",2,FALSE,"Item",NA,"Uncommon","Peer Into The Depths - {e} - Look at the top 2 cards of your deck. Put one on the top of your deck and the other on the bottom.",NA,NA,NA
"476","White Rabbit's Pocket Watch","The First Chapter",NA,"Rush","Amethyst","",3,TRUE,"Item",NA,"Rare","I'm Late! - {e}, 1{i} - Chosen character gains Rush this turn. (They can challenge the turn they're played.)",NA,NA,NA
"477","Aladdin - Prince Ali","The First Chapter","Storyborn, Hero, Prince","Ward","Emerald","",2,TRUE,"Character",1,"Common","Ward (Opponents can't choose this character except to challenge.) ",2,2,NA
"478","Beast - Wolfsbane","The First Chapter","Dreamborn, Hero, Prince","Rush","Emerald","",5,FALSE,"Character",2,"Legendary","Rush (This character can challenge the turn they're played.) 

Roar - When you play this character, exert all opposing damaged characters.",4,4,NA
"479","Cheshire Cat - Not All There","The First Chapter","Storyborn",NA,"Emerald","",3,TRUE,"Character",2,"Uncommon","Lose Something? - When this character is challenged and banished, banish the challenging character.",3,0,NA
"480","Cruella De Vil - Miserable as Usual","The First Chapter","Storyborn, Villain",NA,"Emerald","",2,TRUE,"Character",1,"Rare","You'll Be Sorry! - When this character is challenged and banished, you may return chosen character to their player's hand.",3,1,NA
"481","Duke Of Weselton - Opportunistic Official","The First Chapter","Storyborn, Villain",NA,"Emerald","",1,TRUE,"Character",1,"Common",NA,2,2,NA
"482","Flynn Rider - Charming Rogue","The First Chapter","Storyborn, Hero, Prince",NA,"Emerald","",2,TRUE,"Character",2,"Uncommon","Here Comes The Smolder - Whenever this character is challenged, the challenging player chooses and discards a card.",2,1,NA
"483","Genie - On the Job","The First Chapter","Storyborn, Ally","Evasive","Emerald","",6,FALSE,"Character",2,"Super Rare","Evasive (Only characters with Evasive can challenge this character.) 

Disappear - When you play this character, you may return chosen character to their player's hand.",4,3,NA
"484","Genie - Powers Unleashed","The First Chapter","Floodborn, Hero","Shift 6, Evasive","Emerald","",8,FALSE,"Character",3,"Rare","Shift 6 (You may pay 6 {i} to play this on top of one of your characters named Genie.) 

Evasive (Only characters with Evasive can challenge this character.) 

Phenomenal Cosmic Power! - Whenever this character quests, you may play an action with cost 5 or less for free.",5,3,NA
"485","Genie - The Ever Impressive","The First Chapter","Dreamborn, Ally",NA,"Emerald","",2,TRUE,"Character",1,"Common",NA,3,2,NA
"486","Hans - Scheming Prince","The First Chapter","Storyborn, Villain, Prince",NA,"Emerald","",4,TRUE,"Character",3,"Rare",NA,3,3,NA
"487","Horace - No-Good Scoundrel","The First Chapter","Storyborn, Ally",NA,"Emerald","",3,TRUE,"Character",1,"Common",NA,3,4,NA
"488","Iago - Loud-Mouthed Parrot","The First Chapter","Storyborn, Ally","Reckless","Emerald","",3,TRUE,"Character",1,"Rare","You Got A Problem? - {e} - Chosen character gains Reckless during their next turn. (They can't quest and must challenge if able.)",4,1,NA
"489","Jasper - Common Crook","The First Chapter","Storyborn, Ally",NA,"Emerald","",3,TRUE,"Character",1,"Uncommon","Puppynapping - Whenever this character quests, chosen opposing character can't quest during their next turn.",4,2,NA
"490","John Silver - Alien Pirate","The First Chapter","Storyborn, Villain, Alien, Pirate, Captain","Reckless","Emerald","",6,TRUE,"Character",2,"Legendary","Pick Your Fights - When you play this character and whenever he quests, chosen opposing character gains Reckless during their next turn. (They can't quest and must challenge if able.)",5,5,NA
"491","Jumba Jookiba - Renegade Scientist","The First Chapter","Dreamborn, Alien, Inventor",NA,"Emerald","",5,TRUE,"Character",2,"Uncommon",NA,5,4,NA
"492","Kuzco - Temperamental Emperor","The First Chapter","Storyborn, King","Ward","Emerald","",5,FALSE,"Character",3,"Rare","Ward (Opponents can't choose this character except to challenge.) 

No Touchy! - When this character is challenged and banished, you may banish the challenging character.",4,2,NA
"493","Lady Tremaine - Wicked Stepmother","The First Chapter","Dreamborn, Villain",NA,"Emerald","",6,FALSE,"Character",1,"Rare","Do It Again! - When you play this character, you may return an action card from your discard to your hand.",5,1,NA
"494","Mad Hatter - Gracious Host","The First Chapter","Storyborn",NA,"Emerald","",5,TRUE,"Character",3,"Uncommon","Tea Party - Whenever this character is challenged, you may draw a card.",4,2,NA
"495","Megara - Pulling the Strings","The First Chapter","Dreamborn, Ally",NA,"Emerald","",2,TRUE,"Character",1,"Common","Wonder Boy - When you play this character, chosen character gets +2 {s} this turn.",1,2,NA
"496","Mickey Mouse - Artful Rogue","The First Chapter","Floodborn, Hero","Shift 5","Emerald","",7,FALSE,"Character",2,"Super Rare","Shift 5 (You may pay 5 {i} to play this on top of one of your characters named Mickey Mouse.) 

Misdirection - Whenever you play an action, chosen opposing character can't quest during their next turn.",5,6,NA
"497","Mickey Mouse - Steamboat Pilot","The First Chapter","Storyborn, Hero, Captain",NA,"Emerald","",3,TRUE,"Character",1,"Common",NA,4,3,NA
"498","Mother Gothel - Selfish Manipulator","The First Chapter","Storyborn, Villain",NA,"Emerald","",6,TRUE,"Character",2,"Super Rare","Skip The Drama, Stay With Mama - While this character is exerted, opposing characters can't quest.",6,3,NA
"499","Peter Pan - Never Landing","The First Chapter","Dreamborn, Hero","Evasive","Emerald","",3,TRUE,"Character",1,"Common","Evasive (Only characters with Evasive can challenge this character.) ",2,3,NA
"500","Tamatoa - Drab Little Crab","The First Chapter","Dreamborn",NA,"Emerald","",2,TRUE,"Character",1,"Uncommon",NA,4,1,NA
"501","Tinker Bell - Most Helpful","The First Chapter","Storyborn, Ally, Fairy","Evasive","Emerald","",4,TRUE,"Character",1,"Common","Evasive (Only characters with Evasive can challenge this character.) 

Pixie Dust - When you play this character, chosen character gains Evasive this turn.",3,2,NA
"502","Do It Again!","The First Chapter",NA,NA,"Emerald","",3,FALSE,"Action",NA,"Rare","Return an action card from your discard to your hand.",NA,NA,NA
"503","Mother Knows Best","The First Chapter",NA,NA,"Emerald","",3,FALSE,"Action - Song",NA,"Uncommon","(A character with cost 3 or more can {e} to sing this song for free.)

Return chosen character to their player's hand.",NA,NA,NA
"504","Stampede","The First Chapter",NA,NA,"Emerald","",1,FALSE,"Action",NA,"Common","Deal 2 damage to chosen damaged character.",NA,NA,NA
"505","Steal From The Rich","The First Chapter",NA,NA,"Emerald","",5,FALSE,"Action",NA,"Rare","Whenever one of your characters quests this turn, each opponent loses 1 lore.",NA,NA,NA
"506","Sudden Chill","The First Chapter",NA,NA,"Emerald","",2,TRUE,"Action - Song",NA,"Common","(A character with cost 2 or more can {e} to sing this song for free.)

Each opponent chooses and discards a card.",NA,NA,NA
"507","The Beast Is Mine!","The First Chapter",NA,"Reckless","Emerald","",3,TRUE,"Action",NA,"Uncommon","Chosen character gains Reckless during their next turn. (They can't quest and must challenge if able.)",NA,NA,NA
"508","Vicious Betrayal","The First Chapter",NA,NA,"Emerald","",1,TRUE,"Action",NA,"Common","Chosen character gets +2 {s} this turn. If a villain character is chosen, they get +3 {s} instead.",NA,NA,NA
"509","Dr. Facilier's Cards","The First Chapter",NA,NA,"Emerald","",2,FALSE,"Item",NA,"Uncommon","The Cards Will Tell - {e} - You pay 1 {i} less for the next action you play this turn.",NA,NA,NA
"510","Stolen Scimitar","The First Chapter",NA,NA,"Emerald","",2,TRUE,"Item",NA,"Common","Slash - {e} - Chosen character gets +1 {s} this turn. If a character named Aladdin is chosen, he get +2 {s} instead.",NA,NA,NA
"511","Abu - Mischievous Monkey","The First Chapter","Storyborn, Ally",NA,"Ruby","",3,TRUE,"Character",2,"Common",NA,2,3,NA
"512","Aladdin - Heroic Outlaw","The First Chapter","Floodborn, Hero","Shift 5","Ruby","",7,TRUE,"Character",2,"Super Rare","Shift 5 (You may pay 5 {i} to play this on top of one of your characters named Aladdin.)   Daring Exploit - During your turn, whenever this character banishes another character in a challenge, you gain 2 lore and each opponent loses 2 lore.",5,5,NA
"513","Aladdin - Street Rat","The First Chapter","Storyborn, Hero",NA,"Ruby","",3,TRUE,"Character",1,"Common","Improvise - When you play this character, each opponent loses 1 lore.",2,2,NA
"514","Captain - Colonel's Lieutenant","The First Chapter","Storyborn, Ally, Captain",NA,"Ruby","",5,TRUE,"Character",1,"Uncommon",NA,5,6,NA
"515","Captain Hook - Ruthless Pirate","The First Chapter","Storyborn, Villain, Pirate, Captain","Rush, Evasive, Reckless","Ruby","",7,FALSE,"Character",2,"Rare","Rush (This character can challenge the turn they're played.) 

You Coward! - While this character is exerted, opposing characters with Evasive gain Reckless. (They can't quest and must challenge if able.)",5,5,NA
"516","Donald Duck - Boisterous Fowl","The First Chapter","Storyborn",NA,"Ruby","",2,TRUE,"Character",1,"Uncommon",NA,3,2,NA
"517","Elsa - Ice Surfer","The First Chapter","Dreamborn, Hero, Queen, Sorcerer",NA,"Ruby","",4,TRUE,"Character",1,"Common","That's No Blizzard! - Whenever you play a character named Anna, ready this character. This character can't quest for the rest of this turn.",4,3,NA
"518","Gaston - Arrogant Hunter","The First Chapter","Storyborn, Villain","Reckless","Ruby","",2,TRUE,"Character",0,"Common","Reckless (This character can't quest and must challenge each turn if able.) ",2,4,NA
"519","Goofy - Daredevil","The First Chapter","Dreamborn, Hero","Evasive","Ruby","",5,TRUE,"Character",2,"Common","Evasive (Only characters with Evasive can challenge this character.)",4,3,NA
"520","Lefou - Instigator","The First Chapter","Dreamborn, Ally",NA,"Ruby","",2,TRUE,"Character",1,"Rare","Fan The Flames - When you play this character, ready chosen character. They can't quest for the rest of this turn.",2,2,NA
"521","Maleficent - Monstrous Dragon","The First Chapter","Storyborn, Villain, Dragon",NA,"Ruby","",9,TRUE,"Character",2,"Legendary","Dragon Fire - When you play this character, you may banish chosen character.",5,7,NA
"522","Maui - Hero to All","The First Chapter","Storyborn, Hero, Deity","Rush, Reckless","Ruby","",5,TRUE,"Character",0,"Rare","Rush (This character can challenge the turn they're played.) 

Reckless (This character can't quest and must challenge each turn if able.) ",5,6,NA
"523","Mickey Mouse - Brave Little Tailor","The First Chapter","Dreamborn, Hero","Evasive","Ruby","",8,TRUE,"Character",4,"Legendary","Evasive (Only characters with Evasive can challenge this character.)",5,5,NA
"524","Minnie Mouse - Always Classy","The First Chapter","Storyborn, Hero",NA,"Ruby","",1,TRUE,"Character",1,"Common",NA,3,1,NA
"525","Moana - Chosen by the Ocean","The First Chapter","Storyborn, Hero, Princess",NA,"Ruby","",5,TRUE,"Character",2,"Uncommon","This Is Not Who You Are - When you play this character, you may banish chosen character named Te Ka.",6,2,NA
"526","Mulan - Imperial Soldier","The First Chapter","Storyborn, Hero, Princess",NA,"Ruby","",5,TRUE,"Character",1,"Super Rare","Lead By Example - During your turn, whenever this character banishes another character in a challenge, your other characters get +1 {l} this turn.",5,4,NA
"527","Peter Pan - Fearless Fighter","The First Chapter","Storyborn, Hero","Rush","Ruby","",3,FALSE,"Character",1,"Common","Rush (This character can challenge the turn they're played.) ",2,3,NA
"528","Pongo - Ol' Rascal","The First Chapter","Storyborn, Hero","Evasive","Ruby","",4,TRUE,"Character",2,"Common","Evasive (Only characters with Evasive can challenge this character.) ",3,2,NA
"529","Rapunzel - Letting Down Her Hair","The First Chapter","Dreamborn, Hero, Princess",NA,"Ruby","",6,FALSE,"Character",2,"Uncommon","Tangle - When you play this character, each opponent loses 1 lore.",4,5,NA
"530","Scar - Fiery Usurper","The First Chapter","Dreamborn, Villain",NA,"Ruby","",4,TRUE,"Character",1,"Common",NA,3,5,NA
"531","Scar - Shameless Firebrand","The First Chapter","Floodborn, Villain, King","Shift 6","Ruby","",8,FALSE,"Character",1,"Rare","Shift 6 (You may pay 6 {i} to play this on top of one of your characters named Scar.) 

Rousing Speech - When you play this character, ready your characters with cost 3 or less. They can't quest for the rest of this turn.",6,6,NA
"532","Sergeant Tibbs - Courageous Cat","The First Chapter","Storyborn, Ally",NA,"Ruby","",1,TRUE,"Character",1,"Common",NA,2,2,NA
"533","Stitch - Abomination","The First Chapter","Storyborn, Hero, Alien",NA,"Ruby","",6,TRUE,"Character",3,"Rare",NA,6,4,NA
"534","Te Ka - The Burning One","The First Chapter","Storyborn, Villain, Deity","Reckless","Ruby","",6,FALSE,"Character",0,"Super Rare","Reckless (This character can't quest and must challenge each turn if able.) ",6,8,NA
"535","Tigger - Wonderful Thing","The First Chapter","Storyborn, Tigger","Evasive","Ruby","",6,TRUE,"Character",2,"Uncommon","Evasive (Only characters with Evasive can challenge this character.) ",4,4,NA
"536","Be Prepared","The First Chapter",NA,NA,"Ruby","",7,FALSE,"Action - Song",NA,"Rare","(A character with cost 7 or more can {e} to sing this song for free.)

Banish all Characters.",NA,NA,NA
"537","Cut To The Chase","The First Chapter",NA,"Rush","Ruby","",2,TRUE,"Action",NA,"Uncommon","Chosen character gains Rush this turn. (They can challenge the turn they're played.)",NA,NA,NA
"538","Dragon Fire","The First Chapter",NA,NA,"Ruby","",5,FALSE,"Action",NA,"Uncommon","Banish chosen character",NA,NA,NA
"539","Fan The Flames","The First Chapter",NA,NA,"Ruby","",1,TRUE,"Action",NA,"Uncommon","Ready chosen character. They can't quest for the rest of this turn.",NA,NA,NA
"540","He's Got A Sword!","The First Chapter",NA,NA,"Ruby","",1,TRUE,"Action",NA,"Common","Chosen Character gets +2 {s} this turn.",NA,NA,NA
"541","Tangle","The First Chapter",NA,NA,"Ruby","",2,TRUE,"Action",NA,"Common","Each opponent loses 1 lore.",NA,NA,NA
"542","Poisoned Apple","The First Chapter",NA,NA,"Ruby","",3,FALSE,"Item",NA,"Rare","Take A Bite . . . - 1 {i}, Banish this item - Exert chosen character. If a princess character is chosen, banish her instead.",NA,NA,NA
"543","Shield Of Virtue","The First Chapter",NA,NA,"Ruby","",1,TRUE,"Item",NA,"Uncommon","Fireproof - {e}, 3 {i} - Ready chosen character. They can't quest for the rest of this turn.",NA,NA,NA
"544","Sword Of Truth","The First Chapter",NA,NA,"Ruby","",4,FALSE,"Item",NA,"Rare","Final Enchantment - Banish this item - Banish chosen villain character.",NA,NA,NA
"545","Ariel - Whoseit Collector","The First Chapter","Storyborn, Hero, Princess",NA,"Sapphire","",4,FALSE,"Character",1,"Rare","Look At This Stuff - Whenever you play an item, you may ready this character.",3,3,NA
"546","Aurora - Briar Rose","The First Chapter","Storyborn, Hero, Princess",NA,"Sapphire","",4,TRUE,"Character",1,"Common","Disarming Beauty - When you play this character, chosen character gets -2 {s} this turn.",5,2,NA
"547","Aurora - Dreaming Guardian","The First Chapter","Floodborn, Hero, Princess","Shift 3, Ward","Sapphire","",5,TRUE,"Character",2,"Super Rare","Shift 3 (You may pay 3 {i} to play this on top of one of your characters named Aurora.)   Protective Embrace - Your other characters gain Ward. (Opponents can't choose them except to challenge.)",5,3,NA
"548","Aurora - Regal Princess","The First Chapter","Storyborn, Hero, Princess",NA,"Sapphire","",2,TRUE,"Character",2,"Uncommon",NA,2,2,NA
"549","Belle - Inventive Engineer","The First Chapter","Dreamborn, Hero, Princess, Inventor",NA,"Sapphire","",3,TRUE,"Character",2,"Uncommon","Tinker - Whenever this character quests, you pay 1 {i} less for the next item you play this turn.",3,2,NA
"550","Belle - Strange but special","The First Chapter","Storyborn, Hero, Princess",NA,"Sapphire","",4,TRUE,"Character",1,"Legendary","Read A Book - During your turn, you may put an additional card from your hand into your inkwell facedown.

My Favorite Part! - While you have 10 or more cards in your inkwell, this character gets +4 {l}.",4,2,NA
"551","Chief Tui - Respected Leader","The First Chapter","Storyborn, Mentor, King","Support","Sapphire","",7,TRUE,"Character",3,"Uncommon","Support (Whenever this character quests, you may add their {s} to another chosen character‘s {s} this turn.) ",6,3,NA
"552","Donald Duck - Strutting His Stuff","The First Chapter","Dreamborn, Hero, Inventor","Ward","Sapphire","",5,TRUE,"Character",2,"Common","Ward (Opponents can't choose this character except to challenge.) ",3,4,NA
"553","Flounder - Voice Of Reason","The First Chapter","Storyborn, Ally",NA,"Sapphire","",1,TRUE,"Character",1,"Common",NA,2,2,NA
"554","Gramma Tala - Storyteller","The First Chapter","Storyborn, Mentor",NA,"Sapphire","",2,TRUE,"Character",1,"Uncommon","I Will Be With You - When this character is banished, you may put this card into your inkwell facedown and exerted.",1,1,NA
"555","Hades - Infernal Schemer","The First Chapter","Dreamborn, Villain, Deity",NA,"Sapphire","",7,FALSE,"Character",2,"Legendary","Is There A Downside To This? - When you play this character, you may put chosen opposing character into their player's inkwell facedown.",6,3,NA
"556","Jasmine - Disguised","The First Chapter","Storyborn, Princess",NA,"Sapphire","",3,TRUE,"Character",2,"Common",NA,3,3,NA
"557","Jasmine - Queen Of Agrabah","The First Chapter","Floodborn, Hero, Princess, Queen","Shift 3","Sapphire","",5,TRUE,"Character",2,"Rare","Shift 3 (You may pay 3 {i} to play this on top of one of your characters named Jasmine.) 

Caretaker - When you play this character and whenever she quests, you may remove up to 2 damage from each of your characters.",5,2,NA
